N,0.0,2.5,5.0,7.5,10.0,12.5,15.0,17.5,20.0,22.5,25.0
100.0,0.9999999999999999,0.6996326127932153,0.4671540071223854,0.5078641964207609,0.4959527827783663,0.485670796423362,0.4965794894112674,0.5057110762558733,0.5139876167462228,0.4933523407192923,0.49910497121403297
200.0,0.9999999999999999,0.6653063440032179,0.24797868538012352,0.13000990801340495,0.5811356534478465,0.8248221992160898,0.6812165701099561,0.28765693118171354,0.24399604321771712,0.501832994694737,0.726954249109658
300.0,0.9999999999999999,0.6944616040025396,0.18685989858069152,0.07568583509970045,0.5108880707758717,0.8756664154237996,0.804544000517669,0.29970015210263,0.13800700563009594,0.38493024271838183,0.7921783652483994
400.0,0.9999999999999999,0.710824575574983,0.18558630480895127,0.08004076123478437,0.5126481012215643,0.8689945279209573,0.8333824623734222,0.33108132543459967,0.05602150359999131,0.315304237390575,0.787175073248381
500.0,0.9999999999999999,0.6036812989235332,0.06717262189991913,0.21562696247026863,0.8135476531802344,0.9378581842504907,0.3327041269952973,0.015461517538940373,0.4585070828558305,0.9544195386702,0.7504604317308805
600.0,0.9999999999999999,0.7161454771611275,0.18987217985387334,0.06606534539936981,0.4711951299339936,0.8773639222481697,0.8646372420621516,0.3810158437891274,0.06472341032363044,0.23762919764791318,0.7549564842193737
700.0,0.9999999999999999,0.6117248110165594,0.06156270055111285,0.20918108659586704,0.8118101192083529,0.9476370742494185,0.346993224581856,0.005154712671596673,0.4356876919957008,0.9603823942523781,0.779659947478817
800.0,0.9999999999999999,0.6054399427512916,0.05501220316935479,0.2201443447682508,0.8269348342945807,0.9366283368613004,0.32250554432527456,0.0050224070465497705,0.4725411199459976,0.9736700576648709,0.7420745932074974
900.0,0.9999999999999999,0.6059272164770747,0.052985409554414886,0.21885733400975516,0.830354597358437,0.9356198397443292,0.3221350057080177,0.0041731290056993275,0.4728349368730495,0.975430188556907,0.7412989142794486
1000.0,9.999999999999998890e-01,6.065493721622747803e-01,5.280664686667885244e-02,2.151276754192167906e-01,8.279529787271546759e-01,9.378052146339219686e-01,3.296314958482670088e-01,3.010187937376895828e-03,4.627338887589554917e-01,9.727899271215101340e-01,7.517862613800653238e-01